Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Jeonnam Dragons,0.96,1.05,-0.09,0.70,0.62,0.08,0.26,0.43,-0.17,0.96,1.05,-0.09,0,2,-2,-1.91,42.30,39.3,43.48,0.22,0.73,137,6,8,7,36.36,9.59,11.56,2,4,9,5,17,39.0,32.26,84.47,83.03,62.07,42.93,0,Suwon Bluewings 2-0 Jeonnam Dragons,2026-03-14
Suwon Bluewings,1.05,0.96,0.09,0.62,0.70,-0.08,0.43,0.26,0.17,1.05,0.96,0.09,2,0,2,1.91,57.70,60.7,45.58,0.73,0.22,197,10,7,8,9.59,36.36,6.62,4,2,13,3,19,81.9,67.74,17.27,16.97,82.5,57.07,1,Suwon Bluewings 2-0 Jeonnam Dragons,2026-03-14
Busan IPark,1.90,1.83,0.07,1.55,1.83,-0.28,0.35,0.00,0.35,1.90,1.83,0.07,3,2,1,0.93,50.90,63.54,47.14,0.79,0.9,208,15,12,11,15.19,12.22,10.89,7,6,17,6,16,124.9,63.08,38.93,52.8,128.47,61.0,3,Seoul E-Land 2-3 Busan IPark,2026-03-14
Seoul E-Land,1.83,1.90,-0.07,1.83,1.55,0.28,0.00,0.35,-0.35,1.83,1.90,-0.07,2,3,-1,-0.93,49.10,36.46,44.93,0.9,0.79,176,11,11,12,12.22,15.19,10.33,6,7,11,3,13,73.1,36.92,34.8,47.2,82.13,39.0,0,Seoul E-Land 2-3 Busan IPark,2026-03-14
Suwon,1.51,1.30,0.21,1.34,1.24,0.10,0.17,0.06,0.11,1.51,1.30,0.21,2,1,1,0.79,55.90,46.36,41.69,0.9,0.7,163,17,14,12,15.56,17.14,9.35,2,6,17,5,12,96.3,50.37,42.0,31.87,70.33,40.64,0,Gimhae City 1-2 Suwon,2026-03-14
Gimhae City,1.30,1.51,-0.21,1.24,1.34,-0.10,0.06,0.17,-0.11,1.30,1.51,-0.21,1,2,-1,-0.79,44.10,53.64,46.40,0.7,0.9,166,9,12,14,17.14,15.56,11.70,6,2,20,1,19,94.9,49.63,89.8,68.13,102.73,59.36,3,Gimhae City 1-2 Suwon,2026-03-14
Gimhae City,0.73,1.76,-1.03,0.73,1.29,-0.56,0.00,0.47,-0.47,0.73,1.76,-1.03,0,2,-2,-0.97,44.00,36.04,43.06,0.33,1.07,159,6,5,11,15.15,10.28,10.95,6,3,12,2,13,52.7,26.38,92.87,69.23,56.17,24.99,0,Hwaseong 2-0 Gimhae City,2026-03-08
Hwaseong,1.76,0.73,1.03,1.29,0.73,0.56,0.47,0.00,0.47,1.76,0.73,1.03,2,0,2,0.97,56.00,63.96,44.14,1.07,0.33,213,16,11,5,10.28,15.15,11.48,3,6,24,8,17,147.1,73.62,41.27,30.77,168.63,75.01,2,Hwaseong 2-0 Gimhae City,2026-03-08
Gimpo Citizen,1.00,0.93,0.07,1.00,0.93,0.07,0.00,0.00,0.00,1.00,0.93,0.07,1,0,1,0.93,61.10,72.03,51.68,0.66,0.65,326,9,10,10,15.15,15.38,10.12,5,2,27,5,9,174.4,80.22,44.73,33.37,126.5,79.61,0,Cheonan City 0-1 Gimpo Citizen,2026-03-08
Cheonan City,0.93,1.00,-0.07,0.93,1.00,-0.07,0.00,0.00,0.00,0.93,1.00,-0.07,0,1,-1,-0.93,38.90,27.97,40.02,0.65,0.66,115,7,10,10,15.38,15.15,19.77,2,5,7,0,11,43.0,19.78,89.33,66.63,32.4,20.39,2,Cheonan City 0-1 Gimpo Citizen,2026-03-08
Chungbuk Cheongju,0.99,0.45,0.54,0.13,0.45,-0.32,0.10,0.00,0.10,0.23,0.45,-0.22,2,2,0,-0.54,44.50,36.86,42.92,0.12,0.47,148,6,9,12,75.0,25.53,10.24,8,12,10,3,14,63.8,37.05,79.73,56.57,50.63,21.3,0,Seongnam 2-2 Chungbuk Cheongju,2026-03-08
Seongnam,0.45,0.99,-0.54,0.45,0.13,0.32,0.00,0.10,-0.10,0.45,0.23,0.22,2,2,0,0.54,55.50,63.14,46.66,0.47,0.12,216,9,12,9,25.53,75.0,10.74,12,8,26,0,6,108.4,62.95,61.2,43.43,187.07,78.7,0,Seongnam 2-2 Chungbuk Cheongju,2026-03-08
Busan IPark,4.95,1.76,3.19,3.92,1.36,2.56,0.27,0.40,-0.13,4.19,1.76,2.43,3,1,2,-1.19,51.20,53.03,50.98,1.32,1.06,226,21,26,10,19.7,9.43,10.09,5,3,19,7,14,146.0,67.1,39.47,47.44,146.83,67.31,2,Ansan Greeners 1-3 Busan IPark,2026-03-08
Ansan Greeners,1.76,4.95,-3.19,1.36,3.92,-2.56,0.40,0.27,0.13,1.76,4.19,-2.43,1,3,-2,1.19,48.80,46.97,48.90,1.06,1.32,194,16,10,26,9.43,19.7,10.29,3,5,11,2,13,71.6,32.9,43.73,52.56,71.3,32.69,1,Ansan Greeners 1-3 Busan IPark,2026-03-08
Yongin,1.8,1.71,0.09,1.43,0.85,0.58,0.38,0.09,0.29,1.8,0.95,0.85,1,3,-2,-2.09,56.2,49.61,43.67,0.69,0.54,169,12,12,14,17.39,25.93,9.07,5,8,14,1,12,60.9,39.99,21.27,22.05,35.13,17.13,0,Suwon 3-1 Yongin,2026-03-07
Suwon,1.71,1.8,-0.09,0.85,1.43,-0.58,0.09,0.38,-0.29,0.95,1.8,-0.85,3,1,2,2.09,43.8,50.39,44.28,0.54,0.69,136,12,14,12,25.93,17.39,10.05,8,5,22,9,18,91.4,60.01,75.2,77.95,169.93,82.87,1,Suwon 3-1 Yongin,2026-03-07
Jeonnam Dragons,1.48,3.15,-1.67,1.24,2.32,-1.08,0.24,0.07,0.17,1.48,2.39,-0.91,2,4,-2,-0.33,32.4,27.86,47.34,0.39,1.14,102,8,12,21,30.77,18.42,13.24,3,2,11,3,11,19.2,8.35,104.67,89.92,42.83,18.82,3,Daegu 4-2 Jeonnam Dragons,2026-03-07
Daegu,3.15,1.48,1.67,2.32,1.24,1.08,0.07,0.24,-0.17,2.39,1.48,0.91,4,2,2,0.33,67.6,72.14,52.49,1.14,0.39,275,21,21,12,18.42,30.77,9.84,2,3,26,8,8,210.8,91.65,11.73,10.08,184.8,81.18,1,Daegu 4-2 Jeonnam Dragons,2026-03-07
Suwon Bluewings,2.69,0.38,2.31,1.79,0.15,1.64,0.13,0.23,-0.1,1.93,0.38,1.55,1,0,1,-1.31,63.1,74.06,54.83,1.13,0.1,270,21,14,7,12.39,70.0,7.07,5,2,32,6,13,219.4,89.95,17.27,22.16,182.43,89.27,6,Paju Frontier 0-1 Suwon Bluewings,2026-03-07
Paju Frontier,0.38,2.69,-2.31,0.15,1.79,-1.64,0.23,0.13,0.1,0.38,1.93,-1.55,0,1,-1,1.31,36.9,25.94,46.55,0.1,1.13,110,4,7,14,70.0,12.39,10.14,2,5,15,4,13,24.5,10.05,60.67,77.84,21.93,10.73,0,Paju Frontier 0-1 Suwon Bluewings,2026-03-07
Gyeongnam,0.52,1.78,-1.26,0.52,1.74,-1.22,0.0,0.04,-0.04,0.52,1.78,-1.26,0,1,-1,0.26,50.4,49.22,45.74,0.48,1.26,214,16,6,12,12.5,9.52,10.75,8,4,22,3,14,51.3,33.86,52.13,40.9,43.07,33.56,0,Seoul E-Land 1-0 Gyeongnam,2026-03-07
Seoul E-Land,1.78,0.52,1.26,1.74,0.52,1.22,0.04,0.0,0.04,1.78,0.52,1.26,1,0,1,-0.26,49.6,50.78,45.63,1.26,0.48,198,9,12,6,9.52,12.5,12.42,4,8,21,3,18,100.2,66.14,75.33,59.1,85.27,66.44,0,Seoul E-Land 1-0 Gyeongnam,2026-03-07
Seongnam,0.84,0.99,-0.15,0.84,0.82,0.02,0.0,0.17,-0.17,0.84,0.99,-0.15,1,1,0,0.15,50.2,51.45,43.11,0.36,0.35,168,6,8,13,22.22,37.14,9.27,8,5,16,2,10,76.7,52.11,40.93,39.03,58.77,30.67,2,Busan IPark 1-1 Seongnam,2026-03-02
Busan IPark,0.99,0.84,0.15,0.82,0.84,-0.02,0.17,0.0,0.17,0.99,0.84,0.15,1,1,0,-0.15,49.8,48.55,42.34,0.35,0.36,154,11,13,8,37.14,22.22,11.11,5,8,16,6,17,70.5,47.89,63.93,60.97,132.87,69.33,0,Busan IPark 1-1 Seongnam,2026-03-02
Paju Frontier,2.34,2.15,0.19,2.02,1.27,0.75,0.32,0.12,0.2,2.34,1.39,0.95,2,3,-1,-1.19,41.2,49.65,50.2,0.43,0.94,173,6,14,14,32.56,14.89,11.06,1,3,23,4,16,73.9,44.79,110.07,92.7,137.93,70.47,0,Chungnam Asan 3-2 Paju Frontier,2026-03-02
Chungnam Asan,2.15,2.34,-0.19,1.27,2.02,-0.75,0.12,0.32,-0.2,1.39,2.34,-0.95,3,2,1,1.19,58.8,50.35,43.81,0.94,0.43,174,12,14,14,14.89,32.56,7.66,3,1,21,4,11,91.1,55.21,8.67,7.3,57.8,29.53,0,Chungnam Asan 3-2 Paju Frontier,2026-03-02
Hwaseong,1.28,0.29,0.99,0.4,0.29,0.11,0.12,0.0,0.12,0.52,0.29,0.23,0,1,-1,-1.99,42.7,57.14,46.05,0.7,0.09,155,11,11,6,15.71,66.67,14.13,6,3,19,7,17,79.8,67.91,102.47,86.88,129.8,82.68,0,Daegu 1-0 Hwaseong,2026-03-01
Daegu,0.29,1.28,-0.99,0.29,0.4,-0.11,0.0,0.12,-0.12,0.29,0.52,-0.23,1,0,1,1.99,57.3,42.86,39.48,0.09,0.7,144,4,6,11,66.67,15.71,11.35,3,6,15,3,12,37.7,32.09,15.47,13.12,27.2,17.32,0,Daegu 1-0 Hwaseong,2026-03-01
Seoul E-Land,0.83,1.62,-0.79,0.71,1.61,-0.9,0.12,0.01,0.11,0.83,1.62,-0.79,1,2,-1,-0.21,44.0,31.82,43.1,0.42,0.84,132,8,13,14,30.95,16.67,9.31,6,5,14,4,11,30.7,14.61,40.4,51.18,38.33,17.34,2,Suwon Bluewings 2-1 Seoul E-Land,2026-02-28
Suwon Bluewings,1.62,0.83,0.79,1.61,0.71,0.9,0.01,0.12,-0.11,1.62,0.83,0.79,2,1,1,0.21,56.0,68.18,52.01,0.84,0.42,251,20,14,13,16.67,30.95,8.61,5,6,22,2,19,179.5,85.39,38.53,48.82,182.77,82.66,2,Suwon Bluewings 2-1 Seoul E-Land,2026-02-28
Jeonnam Dragons,2.22,0.83,1.39,1.46,0.83,0.63,0.0,0.0,0.0,1.46,0.83,0.63,4,1,3,1.61,61.4,57.49,49.46,0.68,0.45,258,12,12,7,17.65,15.56,7.17,5,7,15,5,15,140.1,77.06,5.2,5.61,102.93,84.23,2,Gyeongnam 1-4 Jeonnam Dragons,2026-03-01
Gyeongnam,0.83,2.22,-1.39,0.83,1.46,-0.63,0.0,0.0,0.0,0.83,1.46,-0.63,1,4,-3,-1.61,38.6,42.51,46.72,0.45,0.68,134,2,7,12,15.56,17.65,14.29,7,5,9,1,14,41.7,22.94,87.53,94.39,19.27,15.77,2,Gyeongnam 1-4 Jeonnam Dragons,2026-03-01
Suwon,2.38,0.99,1.39,2.38,0.19,2.19,0.0,0.04,-0.04,2.38,0.23,2.15,4,1,3,1.61,53.3,51.08,41.49,1.28,0.41,188,14,9,7,7.03,17.07,8.69,6,9,16,5,15,106.7,63.63,23.27,20.83,99.27,48.89,1,Chungbuk Cheongju 1-4 Suwon,2026-03-01
Chungbuk Cheongju,0.99,2.38,-1.39,0.19,2.38,-2.19,0.04,0.0,0.04,0.23,2.38,-2.15,1,4,-3,-1.61,46.7,48.92,44.53,0.41,1.28,183,9,7,9,17.07,7.03,11.79,9,6,16,3,14,61.0,36.37,88.47,79.17,103.77,51.11,2,Chungbuk Cheongju 1-4 Suwon,2026-03-01
Cheonan City,2.94,1.65,1.29,2.33,0.13,2.2,0.61,0.0,0.61,2.94,0.13,2.81,2,2,0,-1.29,37.2,48.15,43.12,0.2,0.82,116,8,16,6,80.0,7.32,11.88,3,6,10,5,19,74.5,61.62,98.67,87.11,142.5,87.78,3,Yongin 2-2 Cheonan City,2026-03-01
Yongin,1.65,2.94,-1.29,0.13,2.33,-2.2,0.0,0.61,-0.61,0.13,2.94,-2.81,2,2,0,1.29,62.8,51.85,42.2,0.82,0.2,176,9,6,16,7.32,80.0,4.98,6,3,15,0,18,46.4,38.38,14.6,12.89,19.83,12.22,1,Yongin 2-2 Cheonan City,2026-03-01
Ansan Greeners,2.43,1.04,1.39,2.31,1.04,1.27,0.12,0.0,0.12,2.43,1.04,1.39,4,1,3,1.61,49.8,51.26,43.24,1.22,0.55,161,17,19,14,15.57,25.45,10.41,7,3,12,4,16,135.3,58.29,42.53,35.09,120.77,54.68,1,Gimhae City 1-4 Ansan Greeners,2026-02-28
Gimhae City,1.04,2.43,-1.39,1.04,2.31,-1.27,0.0,0.12,-0.12,1.04,2.43,-1.39,1,4,-3,-1.61,50.2,48.74,48.25,0.55,1.22,216,6,14,19,25.45,15.57,11.62,3,7,18,4,12,96.8,41.71,78.67,64.91,100.1,45.32,1,Gimhae City 1-4 Ansan Greeners,2026-02-28
